forum,url,country,language,primary_topic,topics,forum_type,status,domain_rating,domain_rating_provider,last_verified_at,registration_access,registration_cost,thread_creation,reply_posting,profile_website_available,profile_backlink_type,profile_link_target_type,profile_indexability,post_body_backlink_type,post_body_link_target_type,thread_indexability,signature_backlink_type,evidence_checked_at
"Nym Community - Join and help create an online world free from surveillance, targeting and discrimination. The Nym community is all about achieving this mission together!",https://forum.nym.com/,,en,EDUCATION_STUDENTS,EDUCATION_STUDENTS; NEWS_POLITICS_SOCIETY,OTHER,ACTIVE,71,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,AVAILABLE,NOT_OBSERVED,UNKNOWN,UNKNOWN,LOGIN_REQUIRED,UNKNOWN,UNKNOWN,INDEXABLE,UNKNOWN,2026-08-27
obscurehearts.rpg-board.net,https://obscurehearts.rpg-board.net/,,en,GAMING_ESPORTS,GAMING_ESPORTS,INDEPENDENT,UNKNOWN,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
obsidiansrealm.rpg-board.net,https://obsidiansrealm.rpg-board.net/,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; GAMING_ESPORTS,INDEPENDENT,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
OCaml,https://discuss.ocaml.org/,,en,CAREERS_HR_RECRUITMENT,CAREERS_HR_RECRUITMENT; EDUCATION_STUDENTS,OTHER,ACTIVE,76,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,OBSERVED,UGC,DIRECT_EXTERNAL,INDEXABLE,FOLLOW,DIRECT_EXTERNAL,INDEXABLE,UNKNOWN,2026-08-27
occupylondonon.rpg-board.net,https://occupylondonon.rpg-board.net/,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; TRANSPORT_LOGISTICS; GAMING_ESPORTS; FOOD_COOKING; LEGAL,INDEPENDENT,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
Ocean Acoustics & Technology,https://discourse.ocean-acoustics.org/,,en,TECHNOLOGY_SOFTWARE,TECHNOLOGY_SOFTWARE; CAREERS_HR_RECRUITMENT; NEWS_POLITICS_SOCIETY,OTHER,ACTIVE,18,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
oceandb.rpg-board.net,https://oceandb.rpg-board.net/,,en,TECHNOLOGY_SOFTWARE,TECHNOLOGY_SOFTWARE; GAMING_ESPORTS; MUSIC_ENTERTAINMENT_CULTURE,INDEPENDENT,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ochs.forummotion.com,https://ochs.forummotion.com/,,en,NEWS_POLITICS_SOCIETY,NEWS_POLITICS_SOCIETY,INDEPENDENT,ACTIVE,45,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
oddshot.rpg-board.net,https://oddshot.rpg-board.net/,,,GAMING_ESPORTS,GAMING_ESPORTS; ANIMALS_PETS,INDEPENDENT,UNKNOWN,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
ODK Forum,https://forum.getodk.org/,,en,ECOMMERCE_MARKETPLACES,ECOMMERCE_MARKETPLACES,OTHER,ACTIVE,73,Ahrefs,2026-08-26,CLOSED,UNKNOWN,UNKNOWN,AVAILABLE,NOT_OBSERVED,UNKNOWN,UNKNOWN,LOGIN_REQUIRED,UNKNOWN,UNKNOWN,INDEXABLE,UNKNOWN,2026-08-27
"OFFDEM - Open For Freedom, Desire, Emancipation, Meaning",https://oxygen.offdem.net/,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,ACTIVE,30,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
Official Hero Hunters Community,https://hhforum.superchargemobile.app/,,en,NEWS_POLITICS_SOCIETY,NEWS_POLITICS_SOCIETY,OTHER,ACTIVE,14,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
Official Thimbleweed Park Forums,https://forums.thimbleweedpark.com/,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,HOBBY_COMMUNITY,ACTIVE,58,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,AVAILABLE,NOT_OBSERVED,UNKNOWN,UNKNOWN,INDEXABLE,MIXED,DIRECT_EXTERNAL,INDEXABLE,UNKNOWN,2026-08-27
OffOn - Vendor-neutral. Open Source. Community Driven.,https://community.offon.dev/,,en,PROGRAMMING_DEVELOPMENT,PROGRAMMING_DEVELOPMENT; ENGINEERING; CONSTRUCTION,Q_AND_A,ACTIVE,33,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
Okta Developer Community,https://devforum.okta.com/,,en,PROGRAMMING_DEVELOPMENT,PROGRAMMING_DEVELOPMENT; ARCHITECTURE_DESIGN; NEWS_POLITICS_SOCIETY,OTHER,ACTIVE,90,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NOT_OBSERVED,UNKNOWN,UNKNOWN,LOGIN_REQUIRED,UNKNOWN,UNKNOWN,LOGIN_REQUIRED,UNKNOWN,2026-08-27
OldWorld.app Community - OldWorld.app Community,https://community.oldworld.app/,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; CRYPTO_WEB3; CAREERS_HR_RECRUITMENT; EDUCATION_STUDENTS; GAMING_ESPORTS,HOBBY_COMMUNITY,ACTIVE,0,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
omgpopforums.rpg-board.net,https://omgpopforums.rpg-board.net/,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; TECHNOLOGY_SOFTWARE; GAMING_ESPORTS; SPORTS_FITNESS; ANIMALS_PETS,HOBBY_COMMUNITY,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
Omni Community,https://community.omni.co/,,,CAREERS_HR_RECRUITMENT,CAREERS_HR_RECRUITMENT,OTHER,ACTIVE,66,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,AVAILABLE,NOT_OBSERVED,UNKNOWN,UNKNOWN,LOGIN_REQUIRED,UNKNOWN,UNKNOWN,INDEXABLE,UNKNOWN,2026-08-27
omoiame.rpg-board.net,https://omoiame.rpg-board.net/,,,AUTOMOTIVE,AUTOMOTIVE; GAMING_ESPORTS; MUSIC_ENTERTAINMENT_CULTURE; NEWS_POLITICS_SOCIETY,INDEPENDENT,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
onceuponadiscussion.rpg-board.net,https://onceuponadiscussion.rpg-board.net/,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; GAMING_ESPORTS; ANIMALS_PETS; MUSIC_ENTERTAINMENT_CULTURE; NEWS_POLITICS_SOCIETY,HOBBY_COMMUNITY,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
one-piece-oc-rp.rpg-board.net,https://one-piece-oc-rp.rpg-board.net/,,en,GAMING_ESPORTS,GAMING_ESPORTS,INDEPENDENT,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
one-piece-serbia.rpg-board.net,https://one-piece-serbia.rpg-board.net/,Serbia,,GAMING_ESPORTS,GAMING_ESPORTS,LOCAL_REGIONAL,DORMANT,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
Onefinity CNC Forum - Onefinity CNC Community Forum,https://forum.onefinitycnc.com/,,en,TECHNOLOGY_SOFTWARE,TECHNOLOGY_SOFTWARE,OTHER,ACTIVE,43,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
onenarutonation.rpg-board.net,https://onenarutonation.rpg-board.net/,,,GAMING_ESPORTS,GAMING_ESPORTS; ANIMALS_PETS,INDEPENDENT,UNKNOWN,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
onepiece-rp.rpg-board.net,https://onepiece-rp.rpg-board.net/,,en,GAMING_ESPORTS,GAMING_ESPORTS,INDEPENDENT,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
onepiece-rpg1.rpg-board.net,https://onepiece-rpg1.rpg-board.net/,,en,GAMING_ESPORTS,GAMING_ESPORTS; MUSIC_ENTERTAINMENT_CULTURE; NEWS_POLITICS_SOCIETY; CONSUMER_DEALS_REVIEWS,INDEPENDENT,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
onepiecedream.rpg-board.net,https://onepiecedream.rpg-board.net/,,,GAMING_ESPORTS,GAMING_ESPORTS,INDEPENDENT,UNKNOWN,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
onepiecegla.rpg-board.net,https://onepiecegla.rpg-board.net/,,en,GAMING_ESPORTS,GAMING_ESPORTS; NEWS_POLITICS_SOCIETY,INDEPENDENT,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
onepieceislands.rpg-board.net,https://onepieceislands.rpg-board.net/,,,GAMING_ESPORTS,GAMING_ESPORTS,INDEPENDENT,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
onepiecememories.rpg-board.net,https://onepiecememories.rpg-board.net/,,en,GAMING_ESPORTS,GAMING_ESPORTS; NEWS_POLITICS_SOCIETY,INDEPENDENT,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
onepiecenw.rpg-board.net,https://onepiecenw.rpg-board.net/,,,GAMING_ESPORTS,GAMING_ESPORTS,INDEPENDENT,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
onepieceriseandfall.rpg-board.net,https://onepieceriseandfall.rpg-board.net/,,en,GAMING_ESPORTS,GAMING_ESPORTS; GOVERNMENT_PUBLIC_SECTOR,HOBBY_COMMUNITY,UNKNOWN,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
onepiecerp.forumotion.net,https://onepiecerp.forumotion.net/,,,NEWS_POLITICS_SOCIETY,NEWS_POLITICS_SOCIETY,INDEPENDENT,DORMANT,60,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
onepunchmanrpg.rpg-board.net,https://onepunchmanrpg.rpg-board.net/,,,GAMING_ESPORTS,GAMING_ESPORTS,INDEPENDENT,DORMANT,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
oneworldalliance.rpg-board.net,https://oneworldalliance.rpg-board.net/,,en,GAMING_ESPORTS,GAMING_ESPORTS; NEWS_POLITICS_SOCIETY,INDUSTRY_COMMUNITY,DORMANT,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
oneworldrp.rpg-board.net,https://oneworldrp.rpg-board.net/,,,CAREERS_HR_RECRUITMENT,CAREERS_HR_RECRUITMENT; GAMING_ESPORTS,INDEPENDENT,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
Onix Community - Get help and explore best practices in Onix apps.,https://community.onix.com/,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,Q_AND_A,ACTIVE,42,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
online-2.forummotion.com,https://online-2.forummotion.com/,,,TECHNOLOGY_SOFTWARE,TECHNOLOGY_SOFTWARE; NEWS_POLITICS_SOCIETY,INDEPENDENT,DORMANT,45,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
Onyx Community - Onyx is the backbone of Web3 and blockchain infrastructure powered by Onyxcoin (XCN).,https://community.onyx.org/,,en,CRYPTO_WEB3,CRYPTO_WEB3; NEWS_POLITICS_SOCIETY,OTHER,ACTIVE,53,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
op-piratenation.rpg-board.net,https://op-piratenation.rpg-board.net/,,en,GAMING_ESPORTS,GAMING_ESPORTS,HOBBY_COMMUNITY,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
Open Data - Transport for NSW forum,https://opendataforum.transport.nsw.gov.au/,,,TRANSPORT_LOGISTICS,TRANSPORT_LOGISTICS; NEWS_POLITICS_SOCIETY,OTHER,ACTIVE,92,Ahrefs,2026-08-26,OPEN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOGIN_REQUIRED,UNKNOWN,2026-08-27
Open Data Stack Exchange,https://opendata.stackexchange.com/,,en,TELECOM_VOIP,TELECOM_VOIP; SCIENCE; TRANSPORT_LOGISTICS,Q_AND_A,UNKNOWN,91,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
"Open edX discussions - For everyone in the Open edX world: instructional designers, educators, learning researchers, software developers, and operators. Come together and collabora",https://discuss.openedx.org/,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; CYBERSECURITY_IT; TECHNOLOGY_SOFTWARE; CAREERS_HR_RECRUITMENT; EDUCATION_STUDENTS,OTHER,ACTIVE,78,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,AVAILABLE,NOT_OBSERVED,UNKNOWN,UNKNOWN,INDEXABLE,UNKNOWN,UNKNOWN,INDEXABLE,UNKNOWN,2026-08-27
Open OnDemand - Open OnDemand Community Forums,https://discourse.openondemand.org/,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,ACTIVE,62,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,AVAILABLE,NOT_OBSERVED,UNKNOWN,UNKNOWN,LOGIN_REQUIRED,FOLLOW,DIRECT_EXTERNAL,INDEXABLE,UNKNOWN,2026-08-27
Open Robotics Discourse - Open Robotics Discourse,https://discourse.openrobotics.org/,,en; zh,BUSINESS_ENTREPRENEURSHIP,BUSINESS_ENTREPRENEURSHIP; NEWS_POLITICS_SOCIETY,INDUSTRY_COMMUNITY,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
Open Science Data Repository Analysis Working Groups - Open Science for Life in Space,https://awg.osdr.space/,,zh; en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; TECHNOLOGY_SOFTWARE; CAREERS_HR_RECRUITMENT; SCIENCE; AGRICULTURE_GARDENING,OTHER,ACTIVE,13,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
Open Source Conversational AI Community - Home for Voice AI Open Source Projects,https://community.openconversational.ai/,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; AI_DATA; TECHNOLOGY_SOFTWARE; CAREERS_HR_RECRUITMENT,OTHER,ACTIVE,30,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
Open Source Stack Exchange,https://opensource.stackexchange.com/,,en,MARKETING_SEO_GROWTH,MARKETING_SEO_GROWTH; AI_DATA,Q_AND_A,UNKNOWN,91,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
Open Technology Fund,https://we.opentech.fund/,,en,TECHNOLOGY_SOFTWARE,TECHNOLOGY_SOFTWARE; EDUCATION_STUDENTS; ENGINEERING,OTHER,ACTIVE,75,Ahrefs,2026-08-26,OPEN,UNKNOWN,UNKNOWN,AVAILABLE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOGIN_REQUIRED,UNKNOWN,2026-08-27
"Open-Source Leg Community Space - Open-source robotics and prosthetics community for hardware, software, and collaborative innovation in mobility and research.",https://opensourceleg.discourse.group/,,en,PROGRAMMING_DEVELOPMENT,PROGRAMMING_DEVELOPMENT; TECHNOLOGY_SOFTWARE; EDUCATION_STUDENTS,OTHER,ACTIVE,81,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,AVAILABLE,NOT_OBSERVED,UNKNOWN,UNKNOWN,INDEXABLE,UNKNOWN,UNKNOWN,INDEXABLE,UNKNOWN,2026-08-27
OpenAI Developer Community - Community of developers building with OpenAI.,https://community.openai.com/,,en,PROGRAMMING_DEVELOPMENT,PROGRAMMING_DEVELOPMENT; AI_DATA; CONSTRUCTION,OTHER,ACTIVE,93,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,AVAILABLE,NOT_OBSERVED,UNKNOWN,UNKNOWN,LOGIN_REQUIRED,UNKNOWN,UNKNOWN,INDEXABLE,UNKNOWN,2026-08-27
openBIS community - Discussions on openBIS and RDM topics,https://community.openbis.ch/,,en,BUSINESS_ENTREPRENEURSHIP,BUSINESS_ENTREPRENEURSHIP,OTHER,ACTIVE,33,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
"OpenCV - Ask OpenCV Questions, Get OpenCV Answers",https://forum.opencv.org/,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; PROGRAMMING_DEVELOPMENT; AI_DATA; TECHNOLOGY_SOFTWARE; CAREERS_HR_RECRUITMENT,OTHER,ACTIVE,83,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NOT_OBSERVED,UNKNOWN,UNKNOWN,LOGIN_REQUIRED,UNKNOWN,UNKNOWN,LOGIN_REQUIRED,UNKNOWN,2026-08-27
OpenEMS Community,https://community.openems.io/,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; TECHNOLOGY_SOFTWARE; BUSINESS_ENTREPRENEURSHIP,OTHER,ACTIVE,39,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
OpenFlexure Forum - A place to discuss the OpenFlexure project,https://openflexure.discourse.group/,,en,AI_DATA,AI_DATA; EDUCATION_STUDENTS; ENGINEERING,OTHER,ACTIVE,81,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,AVAILABLE,NOT_OBSERVED,UNKNOWN,UNKNOWN,LOGIN_REQUIRED,UGC,DIRECT_EXTERNAL,INDEXABLE,UNKNOWN,2026-08-27
openFrameworks,https://forum.openframeworks.cc/,,,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,ACTIVE,71,Ahrefs,2026-08-27,UNKNOWN,UNKNOWN,UNKNOWN,AVAILABLE,NOT_OBSERVED,UNKNOWN,UNKNOWN,ROBOTS_BLOCKED,UNKNOWN,UNKNOWN,ROBOTS_BLOCKED,UNKNOWN,2026-08-27
OpenIAP,https://discourse.openiap.io/,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,ACTIVE,32,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
OpenMandriva forum - The community forum around OpenMandriva development,https://forum.openmandriva.org/,,en,TECHNOLOGY_SOFTWARE,TECHNOLOGY_SOFTWARE,OTHER,ACTIVE,60,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,AVAILABLE,NOT_OBSERVED,UNKNOWN,UNKNOWN,LOGIN_REQUIRED,UNKNOWN,UNKNOWN,INDEXABLE,UNKNOWN,2026-08-27
OpenMC - OpenMC Discussion Group,https://openmc.discourse.group/,,en,TRANSPORT_LOGISTICS,TRANSPORT_LOGISTICS,OTHER,ACTIVE,81,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,AVAILABLE,NOT_OBSERVED,UNKNOWN,UNKNOWN,INDEXABLE,UGC,DIRECT_EXTERNAL,INDEXABLE,UNKNOWN,2026-08-27
OpenMV Forums - Machine Vision with MicroPython,https://forums.openmv.io/,,en; zh,AI_DATA,AI_DATA; EDUCATION_STUDENTS,OTHER,ACTIVE,56,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
OpenNebula Community Forum,https://forum.opennebula.io/,,en,ECOMMERCE_MARKETPLACES,ECOMMERCE_MARKETPLACES,OTHER,ACTIVE,70,Ahrefs,2026-08-26,OPEN,UNKNOWN,UNKNOWN,AVAILABLE,NOT_OBSERVED,UNKNOWN,UNKNOWN,LOGIN_REQUIRED,UNKNOWN,UNKNOWN,INDEXABLE,UNKNOWN,2026-08-27
OpenNMS Community,https://opennms.discourse.group/,,en,CYBERSECURITY_IT,CYBERSECURITY_IT,OTHER,ACTIVE,81,Ahrefs,2026-08-27,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NOT_OBSERVED,UNKNOWN,UNKNOWN,ROBOTS_BLOCKED,UNKNOWN,UNKNOWN,ROBOTS_BLOCKED,UNKNOWN,2026-08-27
OpenPBS,https://community.openpbs.org/,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
