platform,collection,country,audience,actionability_status,next_action,action_url,cost,execution_confidence,difficulty,publishing_time,evidence_action_url,blocker,missing,native_score,native_signal,source_collection_url
Logistics List,Business Directories,United States,global,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,46,"tier tier3, priority P3",/research/business-directories/opportunities/
Logistics Management,"Media, PR & Publishing",United States,national,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,,below the Media Score evidence floor,/research/media-pr-publishing/
LokalesGewerbe.ch,Business Directories,Switzerland,country-specific,READY,Create a business profile,https://www.lokalesgewerbe.ch/gewerbe-eintragen?packageType=1,unknown,LOW,Unknown,Unknown,verified,,,56,"tier tier3, priority P3",/research/business-directories/opportunities/
LuaRocks,Business Directories,Global,global,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,46,"tier tier3, priority P3",/research/business-directories/opportunities/
Lupa.cz,"Media, PR & Publishing",Czech Republic,national,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,,below the Media Score evidence floor,/research/media-pr-publishing/
Lursoft,Business Directories,Latvia,country-specific,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,64,"tier tier2, priority P3",/research/business-directories/opportunities/
LuxAuto,Marketplace & Classified Platforms,Luxembourg,,NEEDS_RESEARCH,Research the submission route,,paid,INSUFFICIENT,Unknown,Unknown,unknown,,the action URL,68,"accepts both sellers, paid",/research/marketplaces/
MAGNiTT,Business Directories,United Arab Emirates,middle-east,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,86,"tier tier1, priority P2",/research/business-directories/opportunities/
MAGNiTT,"Media, PR & Publishing",United Arab Emirates,regional,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,,below the Media Score evidence floor,/research/media-pr-publishing/
MELPA,Business Directories,Global,global,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,46,"tier tier3, priority P3",/research/business-directories/opportunities/
MENAbytes,"Media, PR & Publishing",United Arab Emirates,regional,READY,Submit company news,https://menabytes.com/contact/,free,MEDIUM,Unknown,Unknown,verified,,,88,Media Score 88 (Exceptional),/research/media-pr-publishing/
MFG.com,Business Directories,Global,global,READY,Create a business profile,https://www.mfg.com/get-leads/,unknown,LOW,Unknown,Unknown,verified,,,78,"tier tier2, priority P2",/research/business-directories/opportunities/
MICHELIN Guide,Business Directories,France,global,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,86,"tier tier1, priority P2",/research/business-directories/opportunities/
MKB-Nederland,Business Directories,Netherlands,country-specific,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,64,"tier tier2, priority P3",/research/business-directories/opportunities/
MLCommons,Business Directories,Global,global,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,64,"tier tier2, priority P3",/research/business-directories/opportunities/
MSMEmart,Business Directories,India,india,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,68,"tier tier2, priority P2",/research/business-directories/opportunities/
MT/Sprout,"Media, PR & Publishing",Netherlands,national,NEEDS_BROWSER,Verify the route in a browser,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,,below the Media Score evidence floor,/research/media-pr-publishing/
MaRS Discovery District,Business Directories,Canada,regional,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,64,"tier tier2, priority P3",/research/business-directories/opportunities/
MachineryTrader,Business Directories,United States,north-america,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,64,"tier tier2, priority P3",/research/business-directories/opportunities/
Maddyness,"Media, PR & Publishing",France,national,READY,Pitch the editorial team,https://www.maddyness.com/contactez-nous/,free,MEDIUM,Unknown,Unknown,verified,,,86,Media Score 86 (Strong),/research/media-pr-publishing/
Made-in-China,Business Directories,Global,asia; china; global,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,86,"tier tier1, priority P2",/research/business-directories/opportunities/
Magicbricks,Marketplace & Classified Platforms,India,,NEEDS_RESEARCH,Research the submission route,,paid,INSUFFICIENT,Unknown,Unknown,unknown,,the action URL,68,"accepts both sellers, paid",/research/marketplaces/
Mailchimp Experts,Business Directories,Global,global,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,86,"tier tier1, priority P2",/research/business-directories/opportunities/
Mainebiz,"Media, PR & Publishing",United States,local,NEEDS_BROWSER,Verify the route in a browser,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,,below the Media Score evidence floor,/research/media-pr-publishing/
MajorGeeks,Business Directories,Global,global,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,46,"tier tier3, priority P3",/research/business-directories/opportunities/
Makler-Empfehlung,Business Directories,Germany,country-specific,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,46,"tier tier3, priority P3",/research/business-directories/opportunities/
Makler.md,Marketplace & Classified Platforms,Moldova,,NEEDS_RESEARCH,Research the submission route,,freemium,INSUFFICIENT,Unknown,Unknown,unknown,,the action URL,77,"accepts both sellers, freemium",/research/marketplaces/
Malaysian Business Directory,Business Directories,Malaysia,country-specific,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,46,"tier tier3, priority P3",/research/business-directories/opportunities/
Malaysian Institute of Accountants,Business Directories,Malaysia,country-specific,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,64,"tier tier2, priority P3",/research/business-directories/opportunities/
Malt,Business Directories,France,europe,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,68,"tier tier2, priority P2",/research/business-directories/opportunities/
Malta Business Book,Business Directories,Malta,country-specific,READY,Create a business profile,https://www.maltabusinessbook.com/en/list-your-business.htm,unknown,LOW,Unknown,Unknown,verified,,,56,"tier tier3, priority P3",/research/business-directories/opportunities/
Maltapark,Marketplace & Classified Platforms,Malta,,NEEDS_RESEARCH,Research the submission route,,freemium,INSUFFICIENT,Unknown,Unknown,unknown,,the action URL,77,"accepts both sellers, freemium",/research/marketplaces/
MamStartup,"Media, PR & Publishing",Poland,national,NEEDS_RESEARCH,Research the submission route,,paid,INSUFFICIENT,Unknown,Unknown,unknown,,the action URL,47,Media Score 47 (Limited),/research/media-pr-publishing/
Manta,Business Directories,United States,united-states,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,68,"tier tier2, priority P2",/research/business-directories/opportunities/
Manufacturing.net,"Media, PR & Publishing",United States,national,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,,below the Media Score evidence floor,/research/media-pr-publishing/
MapQuest,Business Directories,United States,united-states,READY,Claim the existing company profile,https://listings.mapquest.com/pl/mapquest-claims/index.html?utm_medium=inad&utm_source=yogi%7cmainnav&utm_term=Claim%20your%20Business,unknown,LOW,Unknown,Unknown,verified,,,78,"tier tier2, priority P2",/research/business-directories/opportunities/
Mapion,Business Directories,Japan,japan,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,68,"tier tier2, priority P2",/research/business-directories/opportunities/
Mappy,Business Directories,France,country-specific,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,68,"tier tier2, priority P2",/research/business-directories/opportunities/
MarTech,"Media, PR & Publishing",United States,global,READY,Submit a contributed article,https://martech.org/working-with-martech-content-team/,mixed,MEDIUM,Unknown,Unknown,verified,,,86,Media Score 86 (Strong),/research/media-pr-publishing/
Mariages.net,Business Directories,France,country-specific,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,68,"tier tier2, priority P2",/research/business-directories/opportunities/
MarkTechPost,"Media, PR & Publishing",United States,global,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,,below the Media Score evidence floor,/research/media-pr-publishing/
Marketing Brew,"Media, PR & Publishing",United States,national,READY,Buy a sponsored placement,https://www.marketingbrew.com/,paid,LOW,Unknown,Unknown,verified,,,45,Media Score 45 (Limited),/research/media-pr-publishing/
Marktplaats,Business Directories,Netherlands,country-specific,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,82,"tier tier1, priority P3",/research/business-directories/opportunities/
Marktplaats,Marketplace & Classified Platforms,Netherlands,,NEEDS_RESEARCH,Research the submission route,,freemium,INSUFFICIENT,Unknown,Unknown,unknown,,the action URL,77,"accepts both sellers, freemium",/research/marketplaces/
Marktplatz Mittelstand,Business Directories,Germany,dach,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,68,"tier tier2, priority P2",/research/business-directories/opportunities/
MarocAnnonces,Marketplace & Classified Platforms,Morocco,,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,the action URL,77,"accepts both sellers, unknown",/research/marketplaces/
Martindale-Hubbell,Business Directories,United States,united-states,NEEDS_BROWSER,Verify the route in a browser,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,86,"tier tier1, priority P2",/research/business-directories/opportunities/
Master Builders Australia,Business Directories,Australia,australia,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,64,"tier tier2, priority P3",/research/business-directories/opportunities/
MatchMaker.fm,"Media, PR & Publishing",United Kingdom,global,READY,Apply as a podcast guest,https://www.matchmaker.fm/,freemium,MEDIUM,Unknown,Unknown,verified,,,72,Media Score 72 (Good),/research/media-pr-publishing/
